title,company,location,city,postal_code,responsibilities,url,page_number,scraped_date
software engineer,"Employer details


WIA Software Systems Inc.","403-134 Abbott StreetVancouver, BCV6B 2K4","403-134 Abbott StreetVancouver, BCV6B 2K4",,"Collect and document user's requirements | Coordinate the development, installation, integration and operation of computer-based systems | Define system functionality | Develop flowcharts, layouts and documentation to identify solutions | Develop process and network models to optimize architecture | Develop software solutions by studying systems flow, data usage and work processes | Evaluate the performance and reliability of system designs | Evaluate user feedback | Execute full lifecycle software development | Prepare plan to maintain software | Research technical information to design, develop and test computer-based systems | Synthesize technical information for every phase of the cycle of a computer-based system | Upgrade and maintain software | Lead and co-ordinate teams of information systems professionals in the development of software and integrated information systems, process control software and other embedded software control systems | JavaScript Object Notation (JSON) | Usability testing | Operate automatic or other testing equipment to ensure product quality | Consult with clients after sale to provide ongoing support | Conduct tests and perform security and quality controls | Execute and document results of software application tests and information and telecommunication systems tests",https://www.jobbank.gc.ca/jobsearch/jobposting/48186633;jsessionid=B435FFDCF81AF5CEF888467CA9751FE1.jobsearch76?source=searchresults,1,2026-02-03 15:59:54
software engineer,"Employer details


CODEINSIGHT TECHNOLOGIES INC.","Cambridge, ONN3C 4M3","Cambridge, ONN3C 4M3",,"Coordinate the development, installation, integration and operation of computer-based systems | Define system functionality | Develop software solutions by studying systems flow, data usage and work processes | Evaluate the performance and reliability of system designs | Evaluate user feedback | Execute full lifecycle software development | Plan every step of the integration of a computer-based system | Prepare plan to maintain software | Upgrade and maintain software | Conduct tests and perform security and quality controls | Execute and document results of software application tests and information and telecommunication systems tests",https://www.jobbank.gc.ca/jobsearch/jobposting/48349758;jsessionid=B435FFDCF81AF5CEF888467CA9751FE1.jobsearch76?source=searchresults,1,2026-02-03 15:59:55
software engineer,"Employer details


Scotiabank","Toronto, ON","Toronto, ON",,,https://www.jobbank.gc.ca/jobsearch/jobposting/47923448;jsessionid=33C9343982E065C179A3959EA50E7A2B.jobsearch76?source=searchresults,2,2026-02-03 16:00:00
software engineer,"Employer details


RBC Dominion Securities","Halifax, NS","Halifax, NS",,,https://www.jobbank.gc.ca/jobsearch/jobposting/48724154;jsessionid=33C9343982E065C179A3959EA50E7A2B.jobsearch76?source=searchresults,2,2026-02-03 16:00:01
systems engineer - software,"Employer details


Scotiabank","Toronto, ON","Toronto, ON",,,https://www.jobbank.gc.ca/jobsearch/jobposting/48294245;jsessionid=33C9343982E065C179A3959EA50E7A2B.jobsearch76?source=searchresults,2,2026-02-03 16:00:02
software engineer,"Employer details


Ascendion Canada Inc","Toronto, ONM5E 1G4","Toronto, ONM5E 1G4",,"Develop software solutions by studying systems flow, data usage and work processes | Evaluate the performance and reliability of system designs | Execute full lifecycle software development",https://www.jobbank.gc.ca/jobsearch/jobposting/48530432;jsessionid=33C9343982E065C179A3959EA50E7A2B.jobsearch76?source=searchresults,2,2026-02-03 16:00:04
software engineer,"Employer details


GMO-Z.COM Fintech CA, Inc.","Vancouver, BCV6B 1Z3","Vancouver, BCV6B 1Z3",,"Develop software solutions by studying systems flow, data usage and work processes | Upgrade and maintain software",https://www.jobbank.gc.ca/jobsearch/jobposting/48415402;jsessionid=33C9343982E065C179A3959EA50E7A2B.jobsearch76?source=searchresults,2,2026-02-03 16:00:05
software engineer,"Employer details


Scotiabank","Toronto, ON","Toronto, ON",,,https://www.jobbank.gc.ca/jobsearch/jobposting/48737527;jsessionid=33C9343982E065C179A3959EA50E7A2B.jobsearch76?source=searchresults,2,2026-02-03 16:00:06
software engineer,"Employer details


Scotiabank","Toronto, ON","Toronto, ON",,,https://www.jobbank.gc.ca/jobsearch/jobposting/48294019;jsessionid=33C9343982E065C179A3959EA50E7A2B.jobsearch76?source=searchresults,2,2026-02-03 16:00:07
software architect,"Employer details


RBC Dominion Securities","Toronto, ON","Toronto, ON",,,https://www.jobbank.gc.ca/jobsearch/jobposting/48695114;jsessionid=33C9343982E065C179A3959EA50E7A2B.jobsearch76?source=searchresults,2,2026-02-03 16:00:08
embedded software engineer,"Employer details


Cermate Software Inc.","Burnaby, BCV5J 3J1","Burnaby, BCV5J 3J1",,,https://www.jobbank.gc.ca/jobsearch/jobposting/48478555;jsessionid=33C9343982E065C179A3959EA50E7A2B.jobsearch76?source=searchresults,2,2026-02-03 16:00:09
software testing engineer,"Employer details


Scotiabank","Toronto, ON","Toronto, ON",,,https://www.jobbank.gc.ca/jobsearch/jobposting/48295369;jsessionid=33C9343982E065C179A3959EA50E7A2B.jobsearch76?source=searchresults,2,2026-02-03 16:00:11
software engineer,"Employer details


RSI Cycles & Motors Ltd.","Toronto, ON","Toronto, ON",,,https://www.jobbank.gc.ca/jobsearch/jobposting/48537726;jsessionid=33C9343982E065C179A3959EA50E7A2B.jobsearch76?source=searchresults,2,2026-02-03 16:00:12
software testing engineer,"Employer details


Scotiabank","Toronto, ON","Toronto, ON",,,https://www.jobbank.gc.ca/jobsearch/jobposting/48566643;jsessionid=33C9343982E065C179A3959EA50E7A2B.jobsearch76?source=searchresults,2,2026-02-03 16:00:13
software testing engineer,"Employer details


Scotiabank","Toronto, ON","Toronto, ON",,,https://www.jobbank.gc.ca/jobsearch/jobposting/48566875;jsessionid=33C9343982E065C179A3959EA50E7A2B.jobsearch76?source=searchresults,2,2026-02-03 16:00:14
software engineer,"Employer details


RBC Dominion Securities","Toronto, ON","Toronto, ON",,,https://www.jobbank.gc.ca/jobsearch/jobposting/48695361;jsessionid=33C9343982E065C179A3959EA50E7A2B.jobsearch76?source=searchresults,2,2026-02-03 16:00:15
software engineer,"Employer details


RBC Dominion Securities","Toronto, ON","Toronto, ON",,,https://www.jobbank.gc.ca/jobsearch/jobposting/48584226;jsessionid=33C9343982E065C179A3959EA50E7A2B.jobsearch76?source=searchresults,2,2026-02-03 16:00:16
software engineer,"Employer details


Kapitus","Toronto, ON","Toronto, ON",,,https://www.jobbank.gc.ca/jobsearch/jobposting/48176792;jsessionid=33C9343982E065C179A3959EA50E7A2B.jobsearch76?source=searchresults,2,2026-02-03 16:00:17
"test engineer, software","Employer details


RBC Dominion Securities","Halifax, NS","Halifax, NS",,,https://www.jobbank.gc.ca/jobsearch/jobposting/48583640;jsessionid=33C9343982E065C179A3959EA50E7A2B.jobsearch76?source=searchresults,2,2026-02-03 16:00:18
"software engineer
				




LMIA requested","Employer details


SYNCHRONIUM INNOVATIONS INC.","150 Duncan Mill Rd Unit 2North York, ONM3B 3M4","150 Duncan Mill Rd Unit 2North York, ONM3B 3M4",,"Collect and document user's requirements | Coordinate the development, installation, integration and operation of computer-based systems | Define system functionality | Develop flowcharts, layouts and documentation to identify solutions | Develop process and network models to optimize architecture | Develop software solutions by studying systems flow, data usage and work processes | Evaluate the performance and reliability of system designs | Evaluate user feedback | Execute full lifecycle software development | Plan every step of the integration of a computer-based system | Prepare plan to maintain software | Research technical information to design, develop and test computer-based systems | Synthesize technical information for every phase of the cycle of a computer-based system | Upgrade and maintain software | Lead and co-ordinate teams of information systems professionals in the development of software and integrated information systems, process control software and other embedded software control systems | Usability testing | Operate automatic or other testing equipment to ensure product quality | Consult with clients after sale to provide ongoing support | Conduct tests and perform security and quality controls | Execute and document results of software application tests and information and telecommunication systems tests",https://www.jobbank.gc.ca/jobsearch/jobposting/47713248;jsessionid=33C9343982E065C179A3959EA50E7A2B.jobsearch76?source=searchresults,2,2026-02-03 16:00:19
software engineer,"Employer details


EPIC - Educational Program Innovations Center","5670 McAdam RoadMississauga, ONL4Z 1T2","5670 McAdam RoadMississauga, ONL4Z 1T2",,"Collect and document user's requirements | Develop flowcharts, layouts and documentation to identify solutions | Develop software solutions by studying systems flow, data usage and work processes | Evaluate the performance and reliability of system designs | Execute full lifecycle software development | Prepare plan to maintain software | Research technical information to design, develop and test computer-based systems | Upgrade and maintain software | Consult with clients after sale to provide ongoing support | Conduct tests and perform security and quality controls | Execute and document results of software application tests and information and telecommunication systems tests",https://www.jobbank.gc.ca/jobsearch/jobposting/45776478;jsessionid=33C9343982E065C179A3959EA50E7A2B.jobsearch76?source=searchresults,2,2026-02-03 16:00:21
software testing engineer,"Employer details


RBC Dominion Securities","Toronto, ON","Toronto, ON",,,https://www.jobbank.gc.ca/jobsearch/jobposting/48723078;jsessionid=33C9343982E065C179A3959EA50E7A2B.jobsearch76?source=searchresults,2,2026-02-03 16:00:22
"engineer, software","Employer details


eBay Canada Limited","Toronto, ONM5V 1V6","Toronto, ONM5V 1V6",,"Coordinate the development, installation, integration and operation of computer-based systems | Define system functionality | Evaluate the performance and reliability of system designs | Plan every step of the integration of a computer-based system | Prepare plan to maintain software | Research technical information to design, develop and test computer-based systems | Upgrade and maintain software | JavaScript Object Notation (JSON) | Conduct tests and perform security and quality controls | Assist in building and testing prototypes to specifications | Write, modify, integrate and test software code | Write, modify and test website related code | Design and integrate website related code",https://www.jobbank.gc.ca/jobsearch/jobposting/46427818;jsessionid=33C9343982E065C179A3959EA50E7A2B.jobsearch76?source=searchresults,2,2026-02-03 16:00:23
software engineer,"Employer details


Timecash Mobile Application Inc","Vancouver, BC","Vancouver, BC",,,https://www.jobbank.gc.ca/jobsearch/jobposting/48192162;jsessionid=33C9343982E065C179A3959EA50E7A2B.jobsearch76?source=searchresults,2,2026-02-03 16:00:24
software engineer,"Employer details


RBC Dominion Securities","Halifax, NS","Halifax, NS",,,https://www.jobbank.gc.ca/jobsearch/jobposting/48694705;jsessionid=33C9343982E065C179A3959EA50E7A2B.jobsearch76?source=searchresults,2,2026-02-03 16:00:25
"test engineer, software","Employer details


RBC Dominion Securities","Halifax, NS","Halifax, NS",,,https://www.jobbank.gc.ca/jobsearch/jobposting/48695561;jsessionid=33C9343982E065C179A3959EA50E7A2B.jobsearch76?source=searchresults,2,2026-02-03 16:00:26
embedded software designer,"Employer details


CANACCTV SUPPLY","Langley, BCV2Y 3S1","Langley, BCV2Y 3S1",,"Collect and document user's requirements | Coordinate the development, installation, integration and operation of computer-based systems | Develop process and network models to optimize architecture | Evaluate the performance and reliability of system designs | Evaluate user feedback | Execute full lifecycle software development | Plan every step of the integration of a computer-based system | Research technical information to design, develop and test computer-based systems | Synthesize technical information for every phase of the cycle of a computer-based system | Upgrade and maintain software | Lead and co-ordinate teams of information systems professionals in the development of software and integrated information systems, process control software and other embedded software control systems | Usability testing | Conduct tests and perform security and quality controls | Execute and document results of software application tests and information and telecommunication systems tests",https://www.jobbank.gc.ca/jobsearch/jobposting/48549864;jsessionid=33C9343982E065C179A3959EA50E7A2B.jobsearch76?source=searchresults,2,2026-02-03 16:00:27
